landscape_rank,serious_skim,deep_read,hostile_prior,title,year,venue,doi,url,cited_by_count,primary_theme,score,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,annotation_basis,source_query,abstract_excerpt
476,no,no,no,"Geographical Aspects of Bird-Flower Coevolution, with Particular Reference to Central America",1981,Annals of the Missouri Botanical Garden,https://doi.org/10.2307/2398801,https://openalex.org/W2316149776,317,scene_flow,32.7621,Estimate dense 3D motion/correspondence from visual observations.,Relational/graph representation with learned message passing.,action labels are sufficient to bind motion to agent effort,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","contact, occlusion, independent camera/background motion, unseen robot-caused effects","Uses dense motion as a representation for manipulation, so novelty cannot be mere flow prediction.",Does not explicitly decompose observed flow into passive dynamics and robot-caused counterfactual effect fields.,metadata+abstract heuristic,openalex:sim to real manipulation dynamics,"The overall objective is to compare the ecological impact of bird-flower coevolution in different geographical areas.However, it is first necessary to define the parameters of such coevolution in broader terms than those of the traditional ' 'syndrome of ornithophily,"" which focuses very narrowly ANNALSOF THE MISSOURI BOTANICAL GARDEN [VoL. 68profound view of plant-pollinator coevolution.This new outlook is still evolving rapidly, and rather than attempt a theoretical synthesis, I will apply som"
477,no,no,no,Multimodal Locomotion and Cargo Transportation of Magnetically Actuated Quadruped Soft Microrobots,2022,Cyborg and Bionic Systems,https://doi.org/10.34133/cbsystems.0004,https://openalex.org/W4313347125,128,robot_manipulation,32.7598,Convert perception and action experience into manipulation behavior.,"Attention-based representation over visual, object, or trajectory tokens.",simulated flow distributions cover real contact events,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"Untethered microrobots have attracted extensive attention due to their potential for biomedical applications and micromanipulation at the small scale. Soft microrobots are of great research importance because of their highly deformable ability to achieve not only multiple locomotion mechanisms but also minimal invasion to the environment. However, the existing microrobots are still limited in their ability to locomote and cross obstacles in unstructured environments compared to conventional legg"
478,no,no,no,Localization in Unstructured Environments: Towards Autonomous Robots in Forests with Delaunay Triangulation,2020,Remote Sensing,https://doi.org/10.3390/rs12111870,https://openalex.org/W3024286373,63,3d_perception,32.7589,Build geometric representations that support downstream embodied decisions.,Task-specific learned representation or dynamics model.,one-step motion is an adequate proxy for task-level progress,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:dense correspondence robot manipulation,Autonomous harvesting and transportation is a long-term goal of the forest industry. One of the main challenges is the accurate localization of both vehicles and trees in a forest. Forests are unstructured environments where it is difficult to find a group of significant landmarks for current fast feature-based place recognition algorithms. This paper proposes a novel approach where local point clouds are matched to a global tree map using the Delaunay triangularization as the representation for
479,no,no,no,Data-Driven Methods Applied to Soft Robot Modeling and Control: A Review,2024,IEEE Transactions on Automation Science and Engineering,https://doi.org/10.1109/tase.2024.3377291,https://openalex.org/W4392979569,94,interaction_dynamics,32.7539,Predict physical change during object-object or robot-object interaction.,"Policy/value learning from demonstrations, rewards, or interaction.",predicted motion magnitude is a reliable affordance signal,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"Soft robots show compliance and have infinite degrees of freedom. Thanks to these properties, such robots can be leveraged for surgery, rehabilitation, biomimetics, unstructured environment exploring, and industrial grippers. In this case, they attract scholars from a variety of areas. However, nonlinearity and hysteresis effects also bring a burden to robot modeling. Moreover, following their flexibility and adaptation, soft robot control is more challenging than rigid robot control. In order t"
480,no,no,no,Leveraging SE(3) Equivariance for Learning 3D Geometric Shape Assembly,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.06810,https://openalex.org/W4386755383,1,object_centric,32.7431,"Represent objects, parts, relations, or affordances for physical tasks.",Relational/graph representation with learned message passing.,flow can be evaluated without counterfactual actions,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","wrong segmentation, part ambiguity, indirect effects across objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"Shape assembly aims to reassemble parts (or fragments) into a complete object, which is a common task in our daily life. Different from the semantic part assembly (e.g., assembling a chair's semantic parts like legs into a whole chair), geometric part assembly (e.g., assembling bowl fragments into a complete bowl) is an emerging task in computer vision and robotics. Instead of semantic information, this task focuses on geometric information of parts. As the both geometric and pose space of fract"
481,no,no,no,Miniature optoelectronic compound eye camera,2022,Nature Communications,https://doi.org/10.1038/s41467-022-33072-8,https://openalex.org/W4297225428,125,3d_perception,32.7363,Build geometric representations that support downstream embodied decisions.,Task-specific learned representation or dynamics model.,manipulation policies can tolerate mixed passive and caused motion,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:deformable manipulation point cloud,"Inspired by insect compound eyes (CEs) that feature unique optical schemes for imaging, there has recently been growing interest in developing optoelectronic CE cameras with comparable size and functions. However, considering the mismatch between the complex 3D configuration of CEs and the planar nature of available imaging sensors, it is currently challenging to reach this end. Here, we report a paradigm in miniature optoelectronic integrated CE camera by manufacturing polymer CEs with 19~160 l"
482,no,no,no,Competency in Navigating Arbitrary Spaces as an Invariant for Analyzing Cognition in Diverse Embodiments,2022,Entropy,https://doi.org/10.3390/e24060819,https://openalex.org/W4282568588,123,robot_manipulation,32.7203,Convert perception and action experience into manipulation behavior.,"Causal graph, intervention, or counterfactual learning objective.",the robot's own action field is spatially localized and unambiguous,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:deformable object manipulation perception flow,"One of the most salient features of life is its capacity to handle novelty and namely to thrive and adapt to new circumstances and changes in both the environment and internal components. An understanding of this capacity is central to several fields: the evolution of form and function, the design of effective strategies for biomedicine, and the creation of novel life forms via chimeric and bioengineering technologies. Here, we review instructive examples of living organisms solving diverse prob"
483,no,no,no,Reflectance Intensity Assisted Automatic and Accurate Extrinsic Calibration of 3D LiDAR and Panoramic Camera Using a Printed Chessboard,2017,Remote Sensing,https://doi.org/10.3390/rs9080851,https://openalex.org/W2746193234,94,3d_perception,32.7039,Build geometric representations that support downstream embodied decisions.,Relational/graph representation with learned message passing.,environmental dynamics are stationary during manipulation,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:dense correspondence robot manipulation,"This paper presents a novel method for fully automatic and convenient extrinsic calibration of a 3D LiDAR and a panoramic camera with a normally printed chessboard. The proposed method is based on the 3D corner estimation of the chessboard from the sparse point cloud generated by one frame scan of the LiDAR. To estimate the corners, we formulate a full-scale model of the chessboard and fit it to the segmented 3D points of the chessboard. The model is fitted by optimizing the cost function under "
484,no,no,no,Swarm Robotic Behaviors and Current Applications,2020,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2020.00036,https://openalex.org/W3014630000,439,robot_manipulation,32.6868,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,multi-object causal chains are rare enough to ignore,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:optical flow robot manipulation,"In swarm robotics multiple robots collectively solve problems by forming advantageous structures and behaviors similar to the ones observed in natural systems, such as swarms of bees, birds, or fish. However, the step to industrial applications has not yet been made successfully. Literature is light on real-world swarm applications that apply actual swarm algorithms. Typically, only parts of swarm algorithms are used which we refer to as basic swarm behaviors. In this paper we collect and catego"
485,no,no,no,Learning Attribute-driven Disentangled Representations for Interactive Fashion Retrieval,2021,2021 IEEE/CVF International Conference on Computer Vision (ICCV),https://doi.org/10.1109/iccv48922.2021.01193,https://openalex.org/W3195866476,49,robot_manipulation,32.662,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,camera motion and agent motion are either known or ignorable,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"Interactive retrieval for online fashion shopping provides the ability to change image retrieval results according to the user feedback. One common problem in interactive retrieval is that a specific user interaction (e.g., changing the color of a T-shirt) causes other aspects to change inadvertently (e.g., the retrieved item has a sleeve type different than the query). This is a consequence of existing methods learning visual representations that are semantically entangled in the embedding spac"
486,no,no,no,NeRFs in Robotics: A Survey,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2405.01333,https://openalex.org/W4396646000,3,robot_manipulation,32.5863,Convert perception and action experience into manipulation behavior.,"Attention-based representation over visual, object, or trajectory tokens.",all observed motion is equally useful for planning,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"Detailed and realistic 3D environment representations have been a long-standing goal in the fields of computer vision and robotics. The recent emergence of neural implicit representations has introduced significant advances to these domains, enabling numerous novel capabilities. Among these, Neural Radiance Fields (NeRFs) have gained considerable attention because of their considerable representational advantages, such as simplified mathematical models, low memory footprint, and continuous scene"
487,no,no,no,A Survey of Rigid 3D Pointcloud Registration Algorithms,2014,Ghent University Academic Bibliography (Ghent University),,https://openalex.org/W2258136144,97,3d_perception,32.585,Build geometric representations that support downstream embodied decisions.,Task-specific learned representation or dynamics model.,scene flow is an exogenous perception target rather than an action-conditioned causal variable,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:dense correspondence robot manipulation,"Abstract — Geometric alignment of 3D pointclouds, obtained using a depth sensor such as a time-of-flight camera, is a challenging task with important applications in robotics and computer vision. Due to the recent advent of cheap depth sensing devices, many different 3D registration algorithms have been proposed in literature, focussing on different domains such as localization and mapping or image registration. In this survey paper, we review the state-of-the-art registration algorithms and dis"
488,no,no,no,Fully automatic visual servoing control for work-class marine intervention ROVs,2018,Control Engineering Practice,https://doi.org/10.1016/j.conengprac.2018.03.005,https://openalex.org/W2793078863,71,robot_manipulation,32.5767,Convert perception and action experience into manipulation behavior.,"Causal graph, intervention, or counterfactual learning objective.",the gripper-induced component can be learned from passive video statistics,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"ROVs with hydraulic manipulators are extensively used for subsea intervention. With camera feedback from the scene, manipulators are teleoperated and slaved to pilot held master arms. While standard for offshore oil and gas, for challenging applications in waves or currents a new approach is required. We present development of robot arm visual servo control approaches used in manufacturing and the transfer and adaption of these to underwater hydraulic manipulators. This is the first time a visua"
489,no,no,no,A Systematic Review of Perception System and Simulators for Autonomous Vehicles Research,2019,Sensors,https://doi.org/10.3390/s19030648,https://openalex.org/W2912493354,454,robot_manipulation,32.5703,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,objects move independently of the robot except at explicit contact moments,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:scene flow robotics,"This paper presents a systematic review of the perception systems and simulators for autonomous vehicles (AV). This work has been divided into three parts. In the first part, perception systems are categorized as environment perception systems and positioning estimation systems. The paper presents the physical fundamentals, principle functioning, and electromagnetic spectrum used to operate the most common sensors used in perception systems (ultrasonic, RADAR, LiDAR, cameras, IMU, GNSS, RTK, etc"
490,no,no,no,An Integrated World Modeling Theory (IWMT) of Consciousness: Combining Integrated Information and Global Neuronal Workspace Theories With the Free Energy Principle and Active Inference Framework; Toward Solving the Hard Problem and Characterizing Agentic Causation,2020,Frontiers in Artificial Intelligence,https://doi.org/10.3389/frai.2020.00030,https://openalex.org/W3035420228,142,world_models,32.5628,Forecast future observations or latent states under dynamics.,"Causal graph, intervention, or counterfactual learning objective.",background motion is nuisance noise rather than a confounder,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","visual plausibility without controllability, stochastic distractors","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:counterfactual robot learning causal dynamics,"The Free Energy Principle and Active Inference Framework (FEP-AI) begins with the understanding that persisting systems must regulate environmental exchanges and prevent entropic accumulation. In FEP-AI, minds and brains are predictive controllers for autonomous systems, where action-driven perception is realized as probabilistic inference. Integrated Information Theory (IIT) begins with considering the preconditions for a system to intrinsically exist, as well as axioms regarding the nature of "
491,no,no,no,Sweet pepper pose detection and grasping for automated crop harvesting,2016,,https://doi.org/10.1109/icra.2016.7487394,https://openalex.org/W2412479917,91,robot_manipulation,32.5218,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,dense correspondences are enough to infer manipulability,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,This paper presents a method for estimating the 6DOF pose of sweet-pepper (capsicum) crops for autonomous harvesting via a robotic manipulator. The method uses the Kinect Fusion algorithm to robustly fuse RGB-D data from an eye-in-hand camera combined with a colour segmentation and clustering step to extract an accurate representation of the crop. The 6DOF pose of the sweet peppers is then estimated via a nonlinear least squares optimisation by fitting a superellipsoid to the segmented sweet pep
492,no,no,no,RDS-SLAM: Real-Time Dynamic SLAM Using Semantic Segmentation Methods,2021,IEEE Access,https://doi.org/10.1109/access.2021.3050617,https://openalex.org/W3120564201,316,robot_manipulation,32.5089,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,rigidity or smoothness priors hold during contact-rich interaction,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:3d scene flow point cloud,"The scene rigidity is a strong assumption in typical visual Simultaneous Localization and Mapping (vSLAM) algorithms. Such strong assumption limits the usage of most vSLAM in dynamic real-world environments, which are the target of several relevant applications such as augmented reality, semantic mapping, unmanned autonomous vehicles, and service robotics. Many solutions are proposed that use different kinds of semantic segmentation methods (e.g., Mask R-CNN, SegNet) to detect dynamic objects an"
493,no,no,no,Image-Based Visual Servoing Controller for Multirotor Aerial Robots Using Deep Reinforcement Learning,2018,,https://doi.org/10.1109/iros.2018.8594249,https://openalex.org/W2910687636,66,planning_control,32.5047,"Select actions by rolling out a model, value estimate, or policy.","Policy/value learning from demonstrations, rewards, or interaction.",occlusion does not erase the causal evidence needed for planning,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","model bias, compounding rollout error, uncontrolled exogenous motion","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"In this paper, we propose a novel Image-Based Visual Servoing (IBVS) controller for multirotor aerial robots based on a recent deep reinforcement learning algorithm named Deep Deterministic Policy Gradients (DDPG). The proposed RL-IBVS controller is successfully trained in a Gazebo-based simulation scenario in order to learn the appropriate IBVS policy for directly mapping a state, based on errors in the image, to the linear velocity commands of the aerial robot. A thorough validation of the pro"
494,no,no,no,Advances in GRPO for Generation Models: A Survey,2026,ArXiv.org,,https://openalex.org/W7134859876,0,scene_flow,32.5,Estimate dense 3D motion/correspondence from visual observations.,"Policy/value learning from demonstrations, rewards, or interaction.",the same flow estimator serves passive prediction and control,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","contact, occlusion, independent camera/background motion, unseen robot-caused effects","Uses dense motion as a representation for manipulation, so novelty cannot be mere flow prediction.",Does not explicitly decompose observed flow into passive dynamics and robot-caused counterfactual effect fields.,metadata+abstract heuristic,openalex:SE(3) equivariant robot manipulation dynamics,"Large-scale flow matching models have achieved strong performance across generative tasks such as text-to-image, video, 3D, and speech synthesis. However, aligning their outputs with human preferences and task-specific objectives remains challenging. Flow-GRPO extends Group Relative Policy Optimization (GRPO) to generation models, enabling stable reinforcement learning alignment for generative systems. Since its introduction, Flow-GRPO has triggered rapid research growth, spanning methodological"
495,no,no,no,"Visual Odometry : Part II: Matching, Robustness, Optimization, and Applications",2012,IEEE Robotics & Automation Magazine,https://doi.org/10.1109/mra.2012.2182810,https://openalex.org/W2166132830,606,robot_manipulation,32.4085,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,object identity is stable across interventions,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:scene flow robotics,"Part II of the tutorial has summarized the remaining building blocks of the VO pipeline: specifically, how to detect and match salient and repeatable features across frames and robust estimation in the presence of outliers and bundle adjustment. In addition, error propagation, applications, and links to publicly available code are included. VO is a well understood and established part of robotics. VO has reached a maturity that has allowed us to successfully use it for certain classes of applica"
496,no,no,no,3D printing of magneto-active smart materials for advanced actuators and soft robotics applications,2024,European Polymer Journal,https://doi.org/10.1016/j.eurpolymj.2023.112718,https://openalex.org/W4390508827,175,robot_manipulation,32.3705,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,contact geometry is visible in RGB-D or point clouds,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:deformable object manipulation perception flow,"In the contemporary era, novel manufacturing technologies like additive manufacturing (AM) have revolutionized the different engineering sectors including biomedical, aerospace, electronics, etc. Four-dimensional (4D) printing aka AM of smart materials is gaining popularity among the scientific community, which has the excellent ability to make soft structures such as soft robots, actuators, and grippers. These soft structures are developed by applying various stimuli such as pH, temperature, ma"
497,no,no,no,Single Cell Deposition and Patterning with a Robotic System,2010,PLoS ONE,https://doi.org/10.1371/journal.pone.0013542,https://openalex.org/W2155083905,78,robot_manipulation,32.3694,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,temporal differencing separates cause from coincidence,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"Integrating single-cell manipulation techniques in traditional and emerging biological culture systems is challenging. Microfabricated devices for single cell studies in particular often require cells to be spatially positioned at specific culture sites on the device surface. This paper presents a robotic micromanipulation system for pick-and-place positioning of single cells. By integrating computer vision and motion control algorithms, the system visually tracks a cell in real time and control"
498,no,no,no,Sampling molecular conformations and dynamics in a multiuser virtual reality framework,2018,Science Advances,https://doi.org/10.1126/sciadv.aat2731,https://openalex.org/W2784272104,155,interaction_dynamics,32.3499,Predict physical change during object-object or robot-object interaction.,Relational/graph representation with learned message passing.,action labels are sufficient to bind motion to agent effort,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:robot perception 3d point cloud manipulation,"We describe a framework for interactive molecular dynamics in a multiuser virtual reality (VR) environment, combining rigorous cloud-mounted atomistic physics simulations with commodity VR hardware, which we have made accessible to readers (see isci.itch.io/nsb-imd). It allows users to visualize and sample, with atomic-level precision, the structures and dynamics of complex molecular structures ""on the fly"" and to interact with other users in the same virtual environment. A series of controlled "
499,no,no,no,Vision-Based Assisted Tele-Operation of a Dual-Arm Hydraulically Actuated Robot for Pipe Cutting and Grasping in Nuclear Environments,2019,Robotics,https://doi.org/10.3390/robotics8020042,https://openalex.org/W2948102761,48,robot_manipulation,32.3418,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,simulated flow distributions cover real contact events,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:visual servoing robot manipulation,"This article investigates visual servoing for a hydraulically actuated dual-arm robot, in which the user selects the object of interest from an on-screen image, whilst the computer control system implements via feedback control the required position and orientation of the manipulators. To improve on the current joystick direct tele-operation commonly used as standard in the nuclear industry, which is slow and requires extensive operator training, the proposed assisted tele-operation makes use of"
500,no,no,no,A survey on deep geometry learning: From a representation perspective,2020,Computational Visual Media,https://doi.org/10.1007/s41095-020-0174-8,https://openalex.org/W3034193465,113,3d_perception,32.3362,Build geometric representations that support downstream embodied decisions.,"Attention-based representation over visual, object, or trajectory tokens.",one-step motion is an adequate proxy for task-level progress,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","missing depth, moving sensors, domain shift, nonrigid objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:dense correspondence robot manipulation,"Researchers have achieved great success in dealing with 2D images using deep learning. In recent years, 3D computer vision and geometry deep learning have gained ever more attention. Many advanced techniques for 3D shapes have been proposed for different applications. Unlike 2D images, which can be uniformly represented by a regular grid of pixels, 3D shapes have various representations, such as depth images, multi-view images, voxels, point clouds, meshes, implicit surfaces, etc. The performanc"
501,no,no,no,"Design, Modeling, Control, and Application of Everting Vine Robots",2020,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2020.548266,https://openalex.org/W3105818082,112,interaction_dynamics,32.3274,Predict physical change during object-object or robot-object interaction.,Task-specific learned representation or dynamics model.,predicted motion magnitude is a reliable affordance signal,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","multi-body chains, deformation, friction shifts, hidden contacts","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Often predicts interaction outcomes without isolating the agent's incremental causal contribution.,metadata+abstract heuristic,openalex:transport operator robot manipulation visual dynamics,"In nature, tip-localized growth allows navigation in tightly confined environments and creation of structures. Recently, this form of movement has been artificially realized through pressure-driven eversion of flexible, thin-walled tubes. Here we review recent work on robots that ""grow"" via pressure-driven eversion, referred to as ""everting vine robots,"" due to a movement pattern that is similar to that of natural vines. We break this work into four categories. First, we examine the design of ev"
502,no,no,no,Two-handed virtual manipulation,1998,ACM Transactions on Computer-Human Interaction,https://doi.org/10.1145/292834.292849,https://openalex.org/W2062732602,199,object_centric,32.2983,"Represent objects, parts, relations, or affordances for physical tasks.","Object, part, or affordance abstraction connected to action.",flow can be evaluated without counterfactual actions,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","wrong segmentation, part ambiguity, indirect effects across objects","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Leaves open action-conditioned 3D causal attribution for manipulation planning.,metadata+abstract heuristic,openalex:object rearrangement manipulation perception,"We discuss a two-handed user interface designed to support three-dimesional neurosurgical visualization. By itself, this system is a “point design,” an example of an advanced user interface technique. In this work, we argue that in order to understand why interaction techniques do or do not work, and to suggest possibilities for new techniques, it is important to move beyond point design and to introduce careful scientific measurement of human behavioral principles. In particular, we argue that "
503,no,no,no,Haptic Communications,2012,Proceedings of the IEEE,https://doi.org/10.1109/jproc.2011.2182100,https://openalex.org/W2294721440,193,robot_manipulation,32.2679,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,manipulation policies can tolerate mixed passive and caused motion,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:object-centric dynamics robot manipulation,"Audiovisual communications is at the core of multimedia systems that allow users to interact across distances. It is common understanding that both audio and video are required for high-quality interaction. While audiovisual information provides a user with a satisfactory impression of being present in a remote environment, physical interaction and manipulation is not supported. True immersion into a distant environment and efficient distributed collaboration require the ability to physically in"
504,no,no,no,ChatGPT for Robotics: Design Principles and Model Abilities,2024,IEEE Access,https://doi.org/10.1109/access.2024.3387941,https://openalex.org/W4394828156,430,robot_manipulation,32.2661,Convert perception and action experience into manipulation behavior.,Task-specific learned representation or dynamics model.,the robot's own action field is spatially localized and unambiguous,"robot action labels, sensor calibration, object identity, short-horizon scene geometry","out-of-distribution contacts, clutter, causal confusion, long-horizon credit assignment","Covers part of embodied prediction/control, so novelty must be in causal field decomposition and planning use.",Usually treats the transition model as a black box rather than auditing which motion the action actually caused.,metadata+abstract heuristic,openalex:causal representation robot learning,"This paper presents an experimental study regarding the use of OpenAI’s ChatGPT [1] for robotics applications. We outline a strategy that combines design principles for prompt engineering and the creation of a high-level function library which allows ChatGPT to adapt to different robotics tasks, simulators, and form factors. We focus our evaluations on the effectiveness of different prompt engineering techniques and dialog strategies towards the execution of various types of robotics tasks. We e"
